device_id,device_info,os,browser,screen,device_type
iOS Device|iOS 11.2.0|mobile safari 11.0|2436x1125,iOS Device,iOS 11.2.0,mobile safari 11.0,2436x1125,mobile
Windows|Windows 10|edge 15.0|1280x1024,Windows,Windows 10,edge 15.0,1280x1024,desktop
Windows|Windows 10|edge 14.0|1280x1024,Windows,Windows 10,edge 14.0,1280x1024,desktop
iOS Device|iOS 11.1.2|chrome 62.0 for ios|2048x1536,iOS Device,iOS 11.1.2,chrome 62.0 for ios,2048x1536,mobile
SM-J700M Build/MMB29K||chrome 61.0 for android|,SM-J700M Build/MMB29K,,chrome 61.0 for android,,mobile
iOS Device|iOS 10.2.1|mobile safari 10.0|2208x1242,iOS Device,iOS 10.2.1,mobile safari 10.0,2208x1242,mobile
MacOS|Mac OS X 10_11_5|safari generic|1280x800,MacOS,Mac OS X 10_11_5,safari generic,1280x800,desktop
Trident/7.0|Windows 10|ie 11.0 for tablet|1366x768,Trident/7.0,Windows 10,ie 11.0 for tablet,1366x768,desktop
BLL-L23 Build/HUAWEIBLL-L23||chrome 62.0 for android|,BLL-L23 Build/HUAWEIBLL-L23,,chrome 62.0 for android,,mobile
KYOCERA-C6742A Build/LMY47V|Android 5.1.1|chrome generic|960x540,KYOCERA-C6742A Build/LMY47V,Android 5.1.1,chrome generic,960x540,mobile
SM-T700 Build/MMB29K||chrome 62.0 for android|,SM-T700 Build/MMB29K,,chrome 62.0 for android,,mobile
MacOS|Mac OS X 10_12_5|safari generic|1440x900,MacOS,Mac OS X 10_12_5,safari generic,1440x900,desktop
||chrome 49.0|,,,chrome 49.0,,desktop
Trident/7.0||ie 11.0 for tablet|,Trident/7.0,,ie 11.0 for tablet,,desktop
SM-G920V Build/NRD90M|Android 7.0|chrome 56.0 for android|2560x1440,SM-G920V Build/NRD90M,Android 7.0,chrome 56.0 for android,2560x1440,mobile
rv:56.0||firefox 56.0|,rv:56.0,,firefox 56.0,,desktop
VS500|Android 7.0|android webview 4.0|1280x720,VS500,Android 7.0,android webview 4.0,1280x720,mobile
rv:56.0|Mac OS X 10.9|firefox 56.0|1440x900,rv:56.0,Mac OS X 10.9,firefox 56.0,1440x900,desktop
KFFOWI Build/LVY48F|Android 5.1.1|chrome generic|1024x600,KFFOWI Build/LVY48F,Android 5.1.1,chrome generic,1024x600,mobile
MacOS|Mac OS X 10_9_5|safari generic|1440x900,MacOS,Mac OS X 10_9_5,safari generic,1440x900,desktop
Moto E (4) Build/NMA26.42-19||chrome generic|,Moto E (4) Build/NMA26.42-19,,chrome generic,,mobile
SAMSUNG||samsung browser 6.2|,SAMSUNG,,samsung browser 6.2,,mobile
Windows|Windows 7|chrome 61.0|1920x1080,Windows,Windows 7,chrome 61.0,1920x1080,desktop
MacOS|Mac OS X 10_11_6|safari generic|2880x1800,MacOS,Mac OS X 10_11_6,safari generic,2880x1800,desktop
Ilium L910 Build/MRA58K||chrome 62.0 for android|,Ilium L910 Build/MRA58K,,chrome 62.0 for android,,mobile
MacOS|Mac OS X 10_12_6|chrome 62.0|2560x1600,MacOS,Mac OS X 10_12_6,chrome 62.0,2560x1600,desktop
iOS Device|iOS 10.3.2|mobile safari 10.0|1334x750,iOS Device,iOS 10.3.2,mobile safari 10.0,1334x750,mobile
iOS Device|iOS 11.1.2|mobile safari 11.0|2732x2048,iOS Device,iOS 11.1.2,mobile safari 11.0,2732x2048,mobile
SM-J700M Build/MMB29K||chrome 62.0 for android|,SM-J700M Build/MMB29K,,chrome 62.0 for android,,mobile
MacOS|Mac OS X 10_13_1|safari generic|2880x1800,MacOS,Mac OS X 10_13_1,safari generic,2880x1800,desktop
iOS Device|iOS 11.1.2|mobile safari generic|2001x1125,iOS Device,iOS 11.1.2,mobile safari generic,2001x1125,mobile
LG-H420 Build/LRX21Y||other|,LG-H420 Build/LRX21Y,,other,,mobile
Windows|Windows 8.1|firefox 57.0|1024x768,Windows,Windows 8.1,firefox 57.0,1024x768,desktop
XT1032 Build/LPBS23.13-56-2||chrome 55.0 for android|,XT1032 Build/LPBS23.13-56-2,,chrome 55.0 for android,,mobile
GT-I9060M Build/KTU84P||chrome 62.0 for android|,GT-I9060M Build/KTU84P,,chrome 62.0 for android,,mobile
MacOS|Mac OS X 10_12_6|safari generic|5120x2880,MacOS,Mac OS X 10_12_6,safari generic,5120x2880,desktop
rv:38.0||firefox|,rv:38.0,,firefox,,desktop
Windows|Windows Vista|firefox 52.0|1280x800,Windows,Windows Vista,firefox 52.0,1280x800,desktop
Windows|Windows 7|chrome 62.0|,Windows,Windows 7,chrome 62.0,,desktop
LGMP260 Build/NRD90U|Android 7.0|chrome 61.0 for android|1280x720,LGMP260 Build/NRD90U,Android 7.0,chrome 61.0 for android,1280x720,mobile
TA-1003||chrome 62.0 for android|,TA-1003,,chrome 62.0 for android,,mobile
|Android|chrome 61.0|855x480,,Android,chrome 61.0,855x480,mobile
iOS Device|iOS 11.0.1|mobile safari uiwebview|2048x1536,iOS Device,iOS 11.0.1,mobile safari uiwebview,2048x1536,mobile
rv:57.0|Mac OS X 10.9|firefox 57.0|1440x900,rv:57.0,Mac OS X 10.9,firefox 57.0,1440x900,desktop
MacOS|Mac OS X 10_12_6|safari generic|2560x1600,MacOS,Mac OS X 10_12_6,safari generic,2560x1600,desktop
rv:11.0|Windows 7|ie 11.0 for desktop|1920x1080,rv:11.0,Windows 7,ie 11.0 for desktop,1920x1080,desktop
Windows|Windows Vista|chrome 49.0|1280x800,Windows,Windows Vista,chrome 49.0,1280x800,desktop
Windows|Windows 7|chrome 62.0|1024x768,Windows,Windows 7,chrome 62.0,1024x768,desktop
MacOS|Mac OS X 10_13_1|chrome 62.0|5120x2880,MacOS,Mac OS X 10_13_1,chrome 62.0,5120x2880,desktop
SAMSUNG SM-G950U Build/NRD90M|Android 7.0|samsung browser 6.2|2220x1080,SAMSUNG SM-G950U Build/NRD90M,Android 7.0,samsung browser 6.2,2220x1080,mobile
iOS Device|iOS 10.3.3|mobile safari generic|1334x750,iOS Device,iOS 10.3.3,mobile safari generic,1334x750,mobile
VS988 Build/NRD90U|Android 7.0|chrome 62.0 for android|2672x1440,VS988 Build/NRD90U,Android 7.0,chrome 62.0 for android,2672x1440,mobile
Windows|Windows 7|firefox 57.0|1440x900,Windows,Windows 7,firefox 57.0,1440x900,desktop
Windows|Windows 8.1|chrome 62.0|1600x900,Windows,Windows 8.1,chrome 62.0,1600x900,desktop
iOS Device|iOS 10.3.1|mobile safari 10.0|2001x1125,iOS Device,iOS 10.3.1,mobile safari 10.0,2001x1125,mobile
MacOS|Mac OS X 10_10_5|chrome 62.0|1680x1050,MacOS,Mac OS X 10_10_5,chrome 62.0,1680x1050,desktop
Windows NT 6.1||ie|,Windows NT 6.1,,ie,,desktop
MacOS|Mac OS X 10_11_6|chrome 61.0|2560x1600,MacOS,Mac OS X 10_11_6,chrome 61.0,2560x1600,desktop
Trident/7.0|Windows 7|ie 11.0 for desktop|1680x1050,Trident/7.0,Windows 7,ie 11.0 for desktop,1680x1050,desktop
MacOS|Mac OS X 10_12_5|safari generic|1280x800,MacOS,Mac OS X 10_12_5,safari generic,1280x800,desktop
Windows NT 6.1|Windows 7|ie|1920x1080,Windows NT 6.1,Windows 7,ie,1920x1080,desktop
iOS Device|iOS 11.0.2|mobile safari 11.0|2732x2048,iOS Device,iOS 11.0.2,mobile safari 11.0,2732x2048,mobile
iOS Device|iOS 11.2.0|mobile safari 11.0|1334x750,iOS Device,iOS 11.2.0,mobile safari 11.0,1334x750,mobile
Windows|Windows 7|chrome 62.0|2560x1440,Windows,Windows 7,chrome 62.0,2560x1440,desktop
Windows|Windows 10|chrome 62.0|1280x1025,Windows,Windows 10,chrome 62.0,1280x1025,desktop
SM-G955U Build/NRD90M|Android 7.0|chrome 62.0 for android|2220x1080,SM-G955U Build/NRD90M,Android 7.0,chrome 62.0 for android,2220x1080,mobile
iOS Device|iOS 11.2.0|mobile safari generic|2208x1242,iOS Device,iOS 11.2.0,mobile safari generic,2208x1242,mobile
Windows|Windows 10|chrome 62.0|1280x720,Windows,Windows 10,chrome 62.0,1280x720,desktop
SAMSUNG SM-J327T Build/NRD90M|Android 7.0|samsung browser 6.2|1280x720,SAMSUNG SM-J327T Build/NRD90M,Android 7.0,samsung browser 6.2,1280x720,mobile
rv:52.0|Windows Vista|firefox 52.0|1280x800,rv:52.0,Windows Vista,firefox 52.0,1280x800,desktop
SM-A710M Build/LMY47X||chrome 60.0 for android|,SM-A710M Build/LMY47X,,chrome 60.0 for android,,mobile
SM-G532M Build/MMB29T||Samsung/SM-G532M|,SM-G532M Build/MMB29T,,Samsung/SM-G532M,,mobile
Trident/7.0|Windows 8.1|ie 11.0 for desktop|,Trident/7.0,Windows 8.1,ie 11.0 for desktop,,desktop
MacOS|Mac OS X 10_12_5|chrome 61.0|2560x1600,MacOS,Mac OS X 10_12_5,chrome 61.0,2560x1600,desktop
Windows|Windows 10|firefox 52.0|1920x1080,Windows,Windows 10,firefox 52.0,1920x1080,desktop
Windows|Windows 10|chrome 62.0|2560x1080,Windows,Windows 10,chrome 62.0,2560x1080,desktop
Windows|Windows 10|edge 14.0|2160x1440,Windows,Windows 10,edge 14.0,2160x1440,desktop
iOS Device|iOS 10.3.3|mobile safari generic|2048x1536,iOS Device,iOS 10.3.3,mobile safari generic,2048x1536,mobile
iOS Device|iOS|mobile safari 8.0|1024x768,iOS Device,iOS,mobile safari 8.0,1024x768,mobile
Moto G Play Build/MPIS24.241-15.3-26||chrome 62.0 for android|,Moto G Play Build/MPIS24.241-15.3-26,,chrome 62.0 for android,,mobile
Trident/7.0|Windows 10|ie 11.0 for desktop|1280x1024,Trident/7.0,Windows 10,ie 11.0 for desktop,1280x1024,desktop
iOS Device|iOS 10.3.3|chrome 62.0 for ios|2048x1536,iOS Device,iOS 10.3.3,chrome 62.0 for ios,2048x1536,mobile
Windows|Windows 10|edge 16.0|1600x900,Windows,Windows 10,edge 16.0,1600x900,desktop
Nexus 6P Build/OPR5.170623.011|Android 8.0.0||2562x1442,Nexus 6P Build/OPR5.170623.011,Android 8.0.0,,2562x1442,mobile
|Android|chrome 62.0|801x480,,Android,chrome 62.0,801x480,mobile
Trident/7.0|Windows 10|ie 11.0 for tablet|2736x1824,Trident/7.0,Windows 10,ie 11.0 for tablet,2736x1824,desktop
SM-J510MN Build/MMB29M||chrome 62.0 for android|,SM-J510MN Build/MMB29M,,chrome 62.0 for android,,mobile
Trident/7.0|Windows 7|ie 11.0 for desktop|1280x1024,Trident/7.0,Windows 7,ie 11.0 for desktop,1280x1024,desktop
MacOS|Mac OS X 10_10_5|chrome 62.0|1440x900,MacOS,Mac OS X 10_10_5,chrome 62.0,1440x900,desktop
SM-G935F Build/NRD90M||chrome 62.0 for android|,SM-G935F Build/NRD90M,,chrome 62.0 for android,,mobile
Windows|Windows 10|edge 15.0|1680x1050,Windows,Windows 10,edge 15.0,1680x1050,desktop
Trident/7.0|Windows 8.1|ie 11.0 for desktop|1920x1080,Trident/7.0,Windows 8.1,ie 11.0 for desktop,1920x1080,desktop
Windows|Windows 7|chrome 62.0|3441x1440,Windows,Windows 7,chrome 62.0,3441x1440,desktop
Windows|Windows 10|edge 16.0|1920x1080,Windows,Windows 10,edge 16.0,1920x1080,desktop
Trident/7.0|Windows 7|ie 11.0 for desktop|1920x1200,Trident/7.0,Windows 7,ie 11.0 for desktop,1920x1200,desktop
MacOS|Mac OS X 10_11_6|chrome 62.0|4096x2304,MacOS,Mac OS X 10_11_6,chrome 62.0,4096x2304,desktop
Windows|Windows 10|firefox 57.0|,Windows,Windows 10,firefox 57.0,,desktop
Windows|Windows 10|opera 49.0|,Windows,Windows 10,opera 49.0,,desktop
MacOS|Mac OS X 10_12_6|safari generic|1920x1080,MacOS,Mac OS X 10_12_6,safari generic,1920x1080,desktop
MacOS|Mac OS X 10_9_5|opera 49.0|1280x800,MacOS,Mac OS X 10_9_5,opera 49.0,1280x800,desktop
MacOS|Mac OS X 10_12_6|chrome 62.0|1440x900,MacOS,Mac OS X 10_12_6,chrome 62.0,1440x900,desktop
SM-G935F Build/MMB29K||chrome 62.0 for android|,SM-G935F Build/MMB29K,,chrome 62.0 for android,,mobile
MacOS|Mac OS X 10_12_6|safari generic|1280x800,MacOS,Mac OS X 10_12_6,safari generic,1280x800,desktop
Windows|Windows 8.1|chrome 62.0|1728x972,Windows,Windows 8.1,chrome 62.0,1728x972,desktop
LG-X180g Build/LMY47I||chrome 46.0 for android|,LG-X180g Build/LMY47I,,chrome 46.0 for android,,mobile
SM-G925P Build/NRD90M||chrome 56.0 for android|,SM-G925P Build/NRD90M,,chrome 56.0 for android,,mobile
Windows|Windows 7||1600x900,Windows,Windows 7,,1600x900,desktop
es-us||android webview 4.0|,es-us,,android webview 4.0,,mobile
SM-A300H Build/LRX22G||chrome 62.0 for android|,SM-A300H Build/LRX22G,,chrome 62.0 for android,,mobile
Windows|Windows Vista|opera|1440x900,Windows,Windows Vista,opera,1440x900,desktop
rv:57.0|Mac OS X 10.12|firefox 57.0|2880x1800,rv:57.0,Mac OS X 10.12,firefox 57.0,2880x1800,desktop
Windows|Windows 10|edge 15.0|2736x1824,Windows,Windows 10,edge 15.0,2736x1824,desktop
|Linux|chrome 60.0|,,Linux,chrome 60.0,,desktop
iOS Device|iOS 11.1.1|mobile safari 11.0|2436x1125,iOS Device,iOS 11.1.1,mobile safari 11.0,2436x1125,mobile
SAMSUNG SM-T810 Build/NRD90M||samsung browser 6.2|,SAMSUNG SM-T810 Build/NRD90M,,samsung browser 6.2,,mobile
Moto E (4) Plus Build/NMA26.42-69||chrome generic|,Moto E (4) Plus Build/NMA26.42-69,,chrome generic,,mobile
rv:48.0|Mac OS X 10.6|firefox 48.0|1440x900,rv:48.0,Mac OS X 10.6,firefox 48.0,1440x900,desktop
iOS Device|iOS 10.3.1|mobile safari 10.0|2208x1242,iOS Device,iOS 10.3.1,mobile safari 10.0,2208x1242,mobile
LG-TP450 Build/NRD90U||chrome 60.0 for android|,LG-TP450 Build/NRD90U,,chrome 60.0 for android,,mobile
Windows|Windows 7|firefox 57.0|1920x1200,Windows,Windows 7,firefox 57.0,1920x1200,desktop
SM-G930P Build/NRD90M|Android 7.0|chrome 62.0 for android|1920x1080,SM-G930P Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1080,mobile
iOS Device|iOS 10.2.1|mobile safari 10.0|2048x1536,iOS Device,iOS 10.2.1,mobile safari 10.0,2048x1536,mobile
KFASWI Build/LVY48F|Android 5.1.1|chrome generic|,KFASWI Build/LVY48F,Android 5.1.1,chrome generic,,mobile
MacOS|Mac|safari generic|1366x768,MacOS,Mac,safari generic,1366x768,desktop
GT-I9060M Build/KTU84P||chrome 60.0 for android|,GT-I9060M Build/KTU84P,,chrome 60.0 for android,,mobile
|Linux|chrome 61.0|1366x768,,Linux,chrome 61.0,1366x768,desktop
MacOS|Mac OS X 10_11_6|chrome 61.0|1366x768,MacOS,Mac OS X 10_11_6,chrome 61.0,1366x768,desktop
iOS Device|iOS 11.0.3|mobile safari 11.0|2208x1242,iOS Device,iOS 11.0.3,mobile safari 11.0,2208x1242,mobile
SAMSUNG SM-N910A Build/MMB29M|Android 6.0.1|samsung browser 6.2|2560x1440,SAMSUNG SM-N910A Build/MMB29M,Android 6.0.1,samsung browser 6.2,2560x1440,mobile
MacOS|Mac OS X 10_10_5|chrome 62.0|2880x1800,MacOS,Mac OS X 10_10_5,chrome 62.0,2880x1800,desktop
ALE-L23 Build/HuaweiALE-L23||chrome 62.0 for android|,ALE-L23 Build/HuaweiALE-L23,,chrome 62.0 for android,,mobile
Windows|Windows 8.1|chrome 58.0|2880x1620,Windows,Windows 8.1,chrome 58.0,2880x1620,desktop
Windows|Windows 8.1|firefox 57.0|1920x1080,Windows,Windows 8.1,firefox 57.0,1920x1080,desktop
SM-G925W8||chrome 62.0 for android|,SM-G925W8,,chrome 62.0 for android,,mobile
SAMSUNG-SM-G930A Build/NRD90M|Android 7.0|chrome 62.0 for android|1920x1080,SAMSUNG-SM-G930A Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1080,mobile
Windows|Windows 7|firefox|1920x1080,Windows,Windows 7,firefox,1920x1080,desktop
iOS Device|iOS 11.2.0|mobile safari 11.0|2224x1668,iOS Device,iOS 11.2.0,mobile safari 11.0,2224x1668,mobile
Windows|Windows 10|edge 14.0|1600x900,Windows,Windows 10,edge 14.0,1600x900,desktop
Windows|Windows 7|firefox 57.0|1680x1050,Windows,Windows 7,firefox 57.0,1680x1050,desktop
Trident/7.0|Windows 7|ie 11.0 for desktop|2560x1080,Trident/7.0,Windows 7,ie 11.0 for desktop,2560x1080,desktop
Y635-L03 Build/HuaweiY635-L03||chrome 62.0 for android|,Y635-L03 Build/HuaweiY635-L03,,chrome 62.0 for android,,mobile
SM-J200M Build/LMY47X||chrome 62.0 for android|,SM-J200M Build/LMY47X,,chrome 62.0 for android,,mobile
Trident/7.0|Windows 7|ie 11.0 for desktop|1280x800,Trident/7.0,Windows 7,ie 11.0 for desktop,1280x800,desktop
Windows|Windows 10|chrome 61.0|1920x1080,Windows,Windows 10,chrome 61.0,1920x1080,desktop
MacOS|Mac OS X 10_8_5|chrome 49.0|1440x900,MacOS,Mac OS X 10_8_5,chrome 49.0,1440x900,desktop
|Linux|chrome 62.0|2220x1080,,Linux,chrome 62.0,2220x1080,desktop
rv:56.0|Windows 10|firefox|1680x1050,rv:56.0,Windows 10,firefox,1680x1050,desktop
BLADE V8 SE Build/NRD90M||chrome 62.0 for android|,BLADE V8 SE Build/NRD90M,,chrome 62.0 for android,,mobile
7055A Build/KVT49L||chrome 62.0 for android|,7055A Build/KVT49L,,chrome 62.0 for android,,mobile
MacOS|Mac OS X 10_12_6|chrome 62.0|1280x800,MacOS,Mac OS X 10_12_6,chrome 62.0,1280x800,desktop
MacOS|Mac OS X 10_10_5|safari generic|2880x1800,MacOS,Mac OS X 10_10_5,safari generic,2880x1800,desktop
iOS Device|iOS 11.1.2|mobile safari generic|1136x640,iOS Device,iOS 11.1.2,mobile safari generic,1136x640,mobile
SM-N920T Build/NRD90M|Android 7.0|chrome 62.0 for android|,SM-N920T Build/NRD90M,Android 7.0,chrome 62.0 for android,,mobile
Trident/7.0|Windows 10|ie 11.0 for desktop|1440x900,Trident/7.0,Windows 10,ie 11.0 for desktop,1440x900,desktop
SM-N950U Build/NMF26X|Android 7.1.1|chrome 62.0 for android|,SM-N950U Build/NMF26X,Android 7.1.1,chrome 62.0 for android,,mobile
Windows|Windows 10|edge 15.0|2160x1440,Windows,Windows 10,edge 15.0,2160x1440,desktop
Windows|Windows 8|chrome 62.0|,Windows,Windows 8,chrome 62.0,,desktop
Windows|Windows 10|chrome 62.0|2736x1824,Windows,Windows 10,chrome 62.0,2736x1824,desktop
SM-G950U1 Build/NRD90M|Android 7.0|chrome 62.0 for android|2220x1080,SM-G950U1 Build/NRD90M,Android 7.0,chrome 62.0 for android,2220x1080,mobile
MacOS|Mac OS X 10_10_5|chrome 61.0|1280x800,MacOS,Mac OS X 10_10_5,chrome 61.0,1280x800,desktop
iOS Device|iOS 10.2.0|mobile safari generic|2208x1242,iOS Device,iOS 10.2.0,mobile safari generic,2208x1242,mobile
Trident/7.0|Windows 10|ie 11.0 for tablet|,Trident/7.0,Windows 10,ie 11.0 for tablet,,desktop
SAMSUNG SM-G920A Build/NRD90M|Android 7.0|samsung browser 6.2|2560x1440,SAMSUNG SM-G920A Build/NRD90M,Android 7.0,samsung browser 6.2,2560x1440,mobile
iOS Device|iOS 11.1.0|mobile safari 11.0|2208x1242,iOS Device,iOS 11.1.0,mobile safari 11.0,2208x1242,mobile
rv:48.0|Mac|firefox 48.0|1280x800,rv:48.0,Mac,firefox 48.0,1280x800,desktop
Windows|Windows 10|chrome 62.0|2304x1440,Windows,Windows 10,chrome 62.0,2304x1440,desktop
MacOS|Mac|safari generic|1920x1080,MacOS,Mac,safari generic,1920x1080,desktop
rv:57.0|Mac OS X 10.13|firefox 57.0|1920x1080,rv:57.0,Mac OS X 10.13,firefox 57.0,1920x1080,desktop
|Linux|chrome 56.0|1920x1200,,Linux,chrome 56.0,1920x1200,desktop
HTC Desire 650 Build/MMB29M||chrome 60.0 for android|,HTC Desire 650 Build/MMB29M,,chrome 60.0 for android,,mobile
rv:48.0|Windows 10|firefox 48.0|1920x1080,rv:48.0,Windows 10,firefox 48.0,1920x1080,desktop
iOS Device|iOS 10.3.1|mobile safari 10.0|2048x1536,iOS Device,iOS 10.3.1,mobile safari 10.0,2048x1536,mobile
|Linux|chrome 62.0|2560x1440,,Linux,chrome 62.0,2560x1440,desktop
Pixel Build/OPR3.170623.013|Android 8.0.0||,Pixel Build/OPR3.170623.013,Android 8.0.0,,,mobile
Windows|Windows 10|firefox 57.0|1280x960,Windows,Windows 10,firefox 57.0,1280x960,desktop
iOS Device|iOS 11.1.1|mobile safari 11.0|2208x1242,iOS Device,iOS 11.1.1,mobile safari 11.0,2208x1242,mobile
iOS Device|iOS 11.1.1|mobile safari 11.0|2224x1668,iOS Device,iOS 11.1.1,mobile safari 11.0,2224x1668,mobile
iOS Device|iOS 11.1.0|mobile safari generic|1136x640,iOS Device,iOS 11.1.0,mobile safari generic,1136x640,mobile
SM-G930T Build/NRD90M|Android 7.0|chrome 62.0 for android|1920x1080,SM-G930T Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1080,mobile
||mobile|,,,mobile,,mobile
SAMSUNG SM-G892A Build/NRD90M|Android 7.0|samsung browser 6.2|2220x1080,SAMSUNG SM-G892A Build/NRD90M,Android 7.0,samsung browser 6.2,2220x1080,mobile
rv:57.0|Windows 10|firefox|1600x900,rv:57.0,Windows 10,firefox,1600x900,desktop
iOS Device|iOS 11.0.3|mobile safari generic|1334x750,iOS Device,iOS 11.0.3,mobile safari generic,1334x750,mobile
SM-J120H Build/LMY47V||chrome 61.0 for android|,SM-J120H Build/LMY47V,,chrome 61.0 for android,,mobile
iOS Device|iOS 11.1.0|mobile safari 11.0|2436x1125,iOS Device,iOS 11.1.0,mobile safari 11.0,2436x1125,mobile
Moto G (4) Build/NPJS25.93-14-10||chrome generic|,Moto G (4) Build/NPJS25.93-14-10,,chrome generic,,mobile
Redmi Note 4 Build/MMB29M||chrome 54.0 for android|,Redmi Note 4 Build/MMB29M,,chrome 54.0 for android,,mobile
Windows|Windows 10|chrome 62.0|3440x1440,Windows,Windows 10,chrome 62.0,3440x1440,desktop
KFGIWI Build/LVY48F|Android 5.1.1|chrome generic|,KFGIWI Build/LVY48F,Android 5.1.1,chrome generic,,mobile
MacOS|Mac OS X 10_13_1|chrome 62.0|1280x800,MacOS,Mac OS X 10_13_1,chrome 62.0,1280x800,desktop
Trident/7.0|Windows 10|ie 11.0 for desktop|2560x1080,Trident/7.0,Windows 10,ie 11.0 for desktop,2560x1080,desktop
Z970|Android|chrome 56.0 for android|1280x720,Z970,Android,chrome 56.0 for android,1280x720,mobile
Windows|Windows Vista|chrome 49.0|1440x900,Windows,Windows Vista,chrome 49.0,1440x900,desktop
MacOS|Mac OS X 10_12|safari generic|2560x1600,MacOS,Mac OS X 10_12,safari generic,2560x1600,desktop
Windows||edge 16.0|,Windows,,edge 16.0,,desktop
MacOS|Mac OS X 10_12_1|chrome 62.0|1280x720,MacOS,Mac OS X 10_12_1,chrome 62.0,1280x720,desktop
Lenovo PB1-750M Build/S100||chrome 62.0 for android|,Lenovo PB1-750M Build/S100,,chrome 62.0 for android,,mobile
Windows|Windows 10|ie 11.0 for desktop|,Windows,Windows 10,ie 11.0 for desktop,,desktop
iOS Device|iOS|mobile safari generic|1334x750,iOS Device,iOS,mobile safari generic,1334x750,mobile
rv:57.0|Mac OS X 10.11|firefox 57.0|1280x800,rv:57.0,Mac OS X 10.11,firefox 57.0,1280x800,desktop
LG-D373 Build/KOT49I.V10a||chrome 61.0 for android|,LG-D373 Build/KOT49I.V10a,,chrome 61.0 for android,,mobile
SM-P550 Build/MMB29M||chrome 62.0 for android|,SM-P550 Build/MMB29M,,chrome 62.0 for android,,mobile
LGMP260 Build/NRD90U|Android 7.0|chrome 62.0 for android|1280x720,LGMP260 Build/NRD90U,Android 7.0,chrome 62.0 for android,1280x720,mobile
Windows|Windows Vista|chrome 49.0|1280x1024,Windows,Windows Vista,chrome 49.0,1280x1024,desktop
MacOS|Mac OS X 10_12_6|safari generic|3360x2100,MacOS,Mac OS X 10_12_6,safari generic,3360x2100,desktop
Windows|Windows 10|firefox 56.0|1920x1080,Windows,Windows 10,firefox 56.0,1920x1080,desktop
rv:57.0||firefox 57.0|,rv:57.0,,firefox 57.0,,desktop
rv:49.0||firefox|,rv:49.0,,firefox,,desktop
Moto G (5) Plus Build/NPNS25.137-15-11||chrome generic|,Moto G (5) Plus Build/NPNS25.137-15-11,,chrome generic,,mobile
M4 SS4457 Build/MRA58K||chrome 62.0 for android|,M4 SS4457 Build/MRA58K,,chrome 62.0 for android,,mobile
SAMSUNG SM-G935F Build/NRD90M||samsung browser 6.2|,SAMSUNG SM-G935F Build/NRD90M,,samsung browser 6.2,,mobile
FRD-L04 Build/HUAWEIFRD-L04|Android 7.0|chrome 62.0 for android|1920x1080,FRD-L04 Build/HUAWEIFRD-L04,Android 7.0,chrome 62.0 for android,1920x1080,mobile
MacOS|Mac OS X 10_10_5|chrome 61.0|1366x768,MacOS,Mac OS X 10_10_5,chrome 61.0,1366x768,desktop
REX||chrome 61.0 for android|,REX,,chrome 61.0 for android,,mobile
SM-G610M Build/MMB29K||chrome 59.0 for android|,SM-G610M Build/MMB29K,,chrome 59.0 for android,,mobile
Trident/7.0|Windows 7|ie 11.0 for desktop|1024x768,Trident/7.0,Windows 7,ie 11.0 for desktop,1024x768,desktop
MacOS|Mac OS X 10_12_6|chrome 61.0|2880x1800,MacOS,Mac OS X 10_12_6,chrome 61.0,2880x1800,desktop
rv:11.0|Windows 7|ie 11.0 for desktop|1600x900,rv:11.0,Windows 7,ie 11.0 for desktop,1600x900,desktop
iOS Device|iOS 11.0.1|mobile safari 11.0|2732x2048,iOS Device,iOS 11.0.1,mobile safari 11.0,2732x2048,mobile
SM-G950U Build/NRD90M|Android 7.0|chrome 62.0 for android|2960x1440,SM-G950U Build/NRD90M,Android 7.0,chrome 62.0 for android,2960x1440,mobile
